,amazon_isbn,author,binding,img,isbn,page_count,percent_off,price,rating,rating_count,title_x,url,price_index,rating_index,rating_count_index,k_score_alt,k_score,title_y,description,desc_short,new_score
10,014311493X,Sudhir Venkatesh,Paperback,https://images-na.ssl-images-amazon.com/images/I/51xB5vVSQSL.jpg,9.78014E+12,320,14,1546,4.02,18722,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,https://www.amazon.com/Gang-Leader-Day-Sociologist-Streets/dp/014311493X?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=014311493X,56.92861428,59.16666667,11.33126141,8.81224101,42.47551412,Gang Leader for a Day,"The story of the young sociologist who studied a Chicago crack-dealing gang from the inside captured the world's attention when it was first described in ""Freakonomics."" ""Gang Leader for a Day"" is the fascinating full story of how Sudhir Venkatesh managed to gain entrance into the gang, what he learned, and how his method revolutionized the academic establishment.","",198.7
11,9.78031E+12,Daron Acemoglu,Paperback,https://images-na.ssl-images-amazon.com/images/I/51E6WiDFSHL.jpg,9.78031E+12,544,10,1710,4.03,18979,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",https://www.amazon.com/Why-Nations-Fail-Origins-Prosperity/dp/0307719227?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0307719227,47.09058188,60,11.4881821,8.936022763,39.52625466,Why Nations Fail,"Brilliant and engagingly written, Why Nations Fail answers the question that has stumped the experts for centuries: Why are some nations rich and others poor, divided by wealth and poverty, health and sickness, food and famine?","",191
12,9.78014E+12,Jon Gertner,Paperback,https://images-na.ssl-images-amazon.com/images/I/51LyIMnRk9L.jpg,9.78014E+12,432,12,1575,4.14,4303,The Idea Factory: Bell Labs and the Great Age of American Innovation,https://www.amazon.com/Idea-Factory-Great-American-Innovation/dp/0143122797?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0143122797,55.18896221,69.16666667,2.527216886,8.961735444,42.29428192,The Idea Factory,"The definitive history of America's greatest incubator of innovation, the birthplace of some of the 20th century's most influential technologies, including the integrated circuit, the communications satellite and the cell phone.","",146.28
13,60894083,Matt Ridley,Paperback,https://images-na.ssl-images-amazon.com/images/I/51FjqA33BiL.jpg,9.78006E+12,368,10,1522,4.03,21104,Genome: The Autobiography of a Species in 23 Chapters,https://www.amazon.com/Genome-Autobiography-Species-23-Chapters/dp/0060894083?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0060894083,58.36832633,60,12.78567809,9.098209761,43.71800147,Genome,"Arguably the most significant scientific discovery of the new century, the mapping of the twenty-three pairs of chromosomes that make up the human genome raises almost as many questions as it answers. Questions that will profoundly impact the way we think about disease, about longevity, and about free will. Questions that will affect the rest of your life. Genome offers extraordinary insight into the ramifications of this incredible breakthrough. By picking one newly discovered gene from each pair of chromosomes and telling its story, Matt Ridley recounts the history of our species and its ancestors from the dawn of life to the brink of future medicine. From Huntington's disease to cancer, from the applications of gene therapy to the horrors of eugenics, Matt Ridley probes the scientific, philosophical, and moral issues arising as a result of the mapping of the genome. It will help you understand what this scientific milestone means for you, for your children, and for humankind.","",200.4
14,691166285,Ibn Ibn Khaldun,Paperback,https://images-na.ssl-images-amazon.com/images/I/41-XIUYia8L.jpg,9.78069E+12,512,31,1715,4.3,3032,The Muqaddimah: An Introduction to History - Abridged Edition (Princeton Classics),https://www.amazon.com/Muqaddimah-Introduction-Abridged-Princeton-Classics/dp/0691166285?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0691166285,46.79064187,82.5,1.751161641,10.53139521,43.68060117,The Muqaddimah,"The Muqaddimah, often translated as ""Introduction"" or ""Prolegomenon,"" is the most important Islamic history of the premodern world. Written by the great fourteenth-century Arab scholar Ibn Khaldun (d. 1406), this monumental work established the foundations of several fields of knowledge, including the philosophy of history, sociology, ethnography, and economics. The first complete English translation, by the eminent Islamicist and interpreter of Arabic literature Franz Rosenthal, was published in three volumes in 1958 as part of the Bollingen Series and received immediate acclaim in the United States and abroad. A one-volume abridged version of Rosenthal's masterful translation first appeared in 1969.","",134.57
15,143122010,Steven Pinker,Paperback,https://images-na.ssl-images-amazon.com/images/I/516CVc6b5BL.jpg,9.78014E+12,832,38,1237,4.2,17060,The Better Angels of Our Nature: Why Violence Has Declined,https://www.amazon.com/Better-Angels-Our-Nature-Violence/dp/0143122010?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0143122010,75.46490702,74.16666667,10.3164669,10.5603917,53.31601353,The Better Angels of Our Nature,"Believe it or not, today we may be living in the most peaceful moment in our species' existence. In his gripping and controversial new work, New York Times bestselling author Steven Pinker shows that despite the ceaseless news about war, crime, and terrorism, violence has actually been in decline over long stretches of history. Exploding myths about humankind's inherent violence and the curse of modernity, this ambitious book continues Pinker's exploration of the essence of human nature, mixing psychology and history to provide a remarkable picture of an increasingly enlightened world.","",223.15
16,812993012,Ed Catmull,Hardcover,https://images-na.ssl-images-amazon.com/images/I/41xzn-l9yPL.jpg,9.78081E+12,368,42,1619,4.2,41840,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",https://www.amazon.com/Creativity-Inc-Overcoming-Unseen-Inspiration/dp/0812993012?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0812993012,52.5494901,74.16666667,25.44679656,12.4516829,50.72098444,"Creativity, Inc.","From Ed Catmull, co-founder (with Steve Jobs and John Lasseter) of Pixar Animation Studios, comes an incisive book about creativity in business-sure to appeal to readers of Daniel Pink, Tom Peters, and Chip and Dan Heath. Creativity, Inc. is a book for managers who want to lead their employees to new heights, a manual for anyone who strives for originality, and the first-ever, all-access trip into the nerve center of Pixar Animation-into the meetings, postmortems, and ""Braintrust"" sessions where some of the most successful films in history are made. It is, at heart, a book about how to build a creative culture-but it is also, as Pixar co-founder and president Ed Catmull writes, ""an expression of the ideas that I believe make the best in us possible."" For nearly twenty years, Pixar has dominated the world of animation, producing such beloved films as the Toy Story trilogy, Monsters, Inc., Finding Nemo, The Incredibles, Up, and WALL-E, which have gone on to set box-office records and garner thirty Academy Awards. The joyousness of the storytelling, the inventive plots, the emotional authenticity: In some ways, Pixar movies are an object lesson in what creativity really is. Here, in this book, Catmull reveals the ideals and techniques that have made Pixar so widely admired-and so profitable.","",204.05
17,1501127705,Peter Huber,Paperback,https://images-na.ssl-images-amazon.com/images/I/51g7NA3v26L.jpg,9.7815E+12,384,41,937,3.39,164,Orwell's Revenge: The 1984 Palimpsest,https://www.amazon.com/Orwells-Revenge-Palimpsest-Peter-Huber/dp/1501127705?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1501127705,93.46130774,6.666666667,0,50.83333333,33.37599147,Orwell's Revenge,"George Orwell's bleak vision of the future, one in which citizens are monitored through telescreens by an insidious Big Brother, has haunted our imagination long after the publication of 1984. Orwell's dystopian image of the telescreen as a repressive instrument of state power has profoundly affected our view of technology, posing a stark confrontational question: Who will be master, human or machine? Experience has shown, however, that Orwell's vision of the future was profoundly and significantly wrong: The conjunction of the new communications technologies has not produced a master-slave relation between person and computer, but rather exciting possibilities for partnership. Peter Huber reveres Orwell's legacy, but understands his error, seeing this new technological revolution for what it is: a force not for political repression, but for freedom and enhanced creativity.","",97.65
18,316005401,Iain M. Banks,Paperback,https://images-na.ssl-images-amazon.com/images/I/51qES5r-5cL.jpg,9.78032E+12,416,5,1513,4.26,49516,The Player of Games (Culture),https://www.amazon.com/Player-Games-Culture-Iain-Banks/dp/0316005401?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0316005401,58.90821836,79.16666667,30.13365735,13.6625405,56.06951412,The Player of Games,"The Culture - a human/machine symbiotic society - has thrown up many great Game Players, and one of the greatest is Gurgeh. Jernau Morat Gurgeh. The Player of Games. Master of every board, computer and strategy. Bored with success, Gurgeh travels to the Empire of Azad, cruel and incredibly wealthy, to try their fabulous game...a game so complex, so like life itself, that the winner becomes emperor. Mocked, blackmailed, almost murdered, Gurgeh accepts the game, and with it the challenge of his life - and very possibly his death.","",212.35
19,1595586431,Michelle Alexander,Paperback,https://images-na.ssl-images-amazon.com/images/I/510%2BVWiyU7L.jpg,9.7816E+12,336,32,1356,4.51,35997,The New Jim Crow:  Mass Incarceration in the Age of Colorblindness,https://www.amazon.com/New-Jim-Crow-Incarceration-Colorblindness/dp/1595586431?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1595586431,68.32633473,100,21.87914054,15.23489257,63.40182509,The New Jim Crow,"As the United States celebrates the nation's ""triumph over race"" with the election of Barack Obama, the majority of young black men in major American cities are locked behind bars or have been labeled felons for life. Although Jim Crow laws have been wiped off the books, an astounding percentage of the African American community remains trapped in a subordinate status--much like their grandparents before them. In this incisive critique, former litigator-turned-legal-scholar Michelle Alexander provocatively argues that we have not ended racial caste in America: we have simply redesigned it. Alexander shows that, by targeting black men and decimating communities of color, the U.S. criminal justice system functions as a contemporary system of racial control, even as it formally adheres to the principle of color blindness. The New Jim Crow challenges the civil rights community--and all of us--to place mass incarceration at the forefront of a new movement for racial justice in America.","",232.7
20,9.78023E+12,Thomas S. Kuhn,Paperback,https://images-na.ssl-images-amazon.com/images/I/513idQbSzHL.jpg,9.78023E+12,264,45,828,4,19020,The Structure of Scientific Revolutions: 50th Anniversary Edition,https://www.amazon.com/Structure-Scientific-Revolutions-50th-Anniversary/dp/0226458121?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0226458121,100,57.5,11.51321614,58.62665202,56.33773871,The Structure of Scientific Revolutions,"A good book may have the power to change the way we see the world, but a great book actually becomes part of our daily consciousness, pervading our thinking to the point that we take it for granted, and we forget how provocative and challenging its ideas once were-and still are. The Structure of Scientific Revolutions is that kind of book. When it was first published in 1962, it was a landmark event in the history and philosophy of science. Fifty years later, it still has many lessons to teach.With The Structure of Scientific Revolutions, Kuhn challenged long-standing linear notions of scientific progress, arguing that transformative ideas don't arise from the day-to-day, gradual process of experimentation and data accumulation but that the revolutions in science, those breakthrough moments that disrupt accepted thinking and offer unanticipated ideas, occur outside of "normal science," as he called it. Though Kuhn was writing when physics ruled the sciences, his ideas on how scientific revolutions bring order to the anomalies that amass over time in research experiments are still instructive in our biotech age.","",233.6
21,9.78006E+12,Yuval Noah Harari,Paperback,https://images-na.ssl-images-amazon.com/images/I/51zJS6PmxbL.jpg,9.78006E+12,464,36,1476,4.45,163941,Sapiens: A Brief History of Humankind,https://www.amazon.com/Sapiens-Humankind-Yuval-Noah-Harari/dp/0062316117?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0062316117,61.12777445,95,100,24.375,85.37592482,Sapiens,"How did our species succeed in the battle for dominance? Why did our foraging ancestors come together to create cities and kingdoms? How did we come to believe in gods, nations and human rights; to trust money, books and laws; and to be enslaved by bureaucracy, timetables and consumerism? And what will our world be like in the millennia to come? In Sapiens, Dr Yuval Noah Harari spans the whole of human history, from the very first humans to walk the earth to the radical - and sometimes devastating - breakthroughs of the Cognitive, Agricultural and Scientific Revolutions. Drawing on insights from biology, anthropology, paleontology and economics, he explores how the currents of history have shaped our human societies, the animals and plants around us, and even our personalities. Have we become happier as history has unfolded? Can we ever free our behaviour from the heritage of our ancestors? And what, if anything, can we do to influence the course of the centuries to come?","",223.7
22,9.78077E+12,Cixin Liu,Paperback,https://images-na.ssl-images-amazon.com/images/I/51K9TXzOqiL.jpg,9.78077E+12,416,41,998,4.04,72507,The Three-Body Problem,https://www.amazon.com/Three-Body-Problem-Cixin-Liu/dp/0765382032?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0765382032,89.80203959,60.83333333,44.17164803,63.12562267,64.93567365,The Three-Body Problem,"Set against the backdrop of China's Cultural Revolution, a secret military project sends signals into space to establish contact with aliens. An alien civilization on the brink of destruction captures the signal and plans to invade Earth. Meanwhile, on Earth, different camps start forming, planning to either welcome the superior beings and help them take over a world seen as corrupt, or to fight against the invasion. The result is a science fiction masterpiece of enormous scope and vision.","",227.1
