	amazon_isbn	author	binding	description	img	isbn	page_count	percent_off	price	rating	rating_count	title	url	price_i	rating_i	rating_count_i	new_score
22	0399226168	Peggy Rathmann	Hardcover	"""Besides the beguiling story, the affable illustrations of the smiling Gloria, the accidental mayhem in the background, and the myriad safety tips -- such as 'always pull the toothpick out of your sandwhich' and 'never lick a stop sign in the winter' -- add to the enjoyment. A glorious picture book."" -- <i>The Horn Book</i>""Rathmann is a quick rising star in the world of chidren's books. In this book, she again shows her flair for creating real characters, dramatic situations and for knowing what will make young audiences giggle and think."" -- <i>Children's Book Review Magazine</i>""Rathman brings a lighter-than-air comic touch to this outstanding, solid-as-a-brick picture book."" -- <i>Publisher's Weekly</i>""A five-star performance."" -- <i>School Library Journal</i>"	https://images-na.ssl-images-amazon.com/images/I/61%2BEbrL6xVL.jpg	9780399226168	40	33	1270	4.17	27209	Officer Buckle and Gloria	https://www.amazon.com/Officer-Buckle-Gloria-CALDECOTT-MEDAL/dp/0399226168?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0399226168	69.2	58.5	100.0	227.7
10	1407103482	Brian Selznick	Hardcover	Orphan, clock keeper, and thief, Hugo lives in the walls of a busy Paris train station, where his survival depends on secrets and anonymity. But when his world suddenly interlocks with an eccentric, bookish girl and a bitter old man who runs a toy booth in the station, Hugo's undercover life, and his most precious secret, are put in jeopardy. A cryptic drawing, a treasured notebook, a stolen key, a mechanical man, and a hidden message from Hugo's dead father form the backbone of this intricate, tender, and spellbinding mystery.	https://images-na.ssl-images-amazon.com/images/I/51nr9WgXLeL.jpg	9780439813785	533	44	1388	4.24	145303	The Invention of Hugo Cabret	https://www.amazon.com/Invention-Hugo-Cabret-Brian-Selznick/dp/0439813786?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0439813786	64.48	62.0	100.0	226.48
37	0064430464	Arnold Lobel	Paperback	<p><strong>Winner of the Caldecott Medal</strong></p><p>A pig flying through marshmallow clouds? A camel pirouetting through the desert? Where else could a reader find such marvelous things but in a fable? From the author-illustrator behind beloved <em>Frog and Toad,</em> Arnold Lobel, comes a collection of humorous, silly fables that will delight readers young and old.</p><p>“The most remarkable of the author-illustrator’s 60-plus bestselling award winners.” —<em>Publishers Weekly</em></p><p>“There is enough cheerful nonsense in Mr. Lobel’s fables to endear any child listener.” <em>—The New York Times</em></p><p>“Lobel has come up with a magical addition to an ancient genre of storytelling.” —<em>Newsweek</em></p>	https://images-na.ssl-images-amazon.com/images/I/51qfeSTt8QL.jpg	9780064430463	48		699	4.13	7525	Fables	https://www.amazon.com/Fables-Arnold-Lobel/dp/0064430464?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0064430464	92.04	56.5	75.0	223.54
29	9780679819950	Karen Ackerman	Paperback	"<b>A beautifully nostalgic picture book about one grandfather's younger days that shows you're only as old as you feel!</b><br><br>""In this affectionate story, three children follow their grandfather up to the attic, where he pulls out his old bowler hat, gold-tipped cane, and his tap shoes. Grandpa once danced on the vaudeville stage, and as he glides across the floor, the children can see what it was like to be a song and dance man. Gammell captures all the story's inherent <i>joie de vivre</i> with color pencil renderings that leap off the pages. Bespectacled, enthusiastic Grandpa clearly exudes the message that you're only as old as you feel, but the children respond--as will readers--to the nostalgia of the moment. Utterly original.""--(starred) <i>Booklist. </i>"	https://images-na.ssl-images-amazon.com/images/I/51dJZNpV0OL.jpg	9780679819950	32	33	799	4.03	8362	Song and Dance Man	https://www.amazon.com/Song-Dance-Man-Dragonfly-Books/dp/0679819959?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679819959	88.04	51.5	83.4545454545	222.994545455
30	9780399214578	Jane Yolen	Hardcover	Late one winter night a little girl and her father go owling. The trees stand still as statues and the world is silent as a dream. Whoo-whoo-whoo, the father calls to the mysterious nighttime bird.<br><br>But there is no answer.<br><br>Wordlessly the two companions walk along, for when you go owling you don't need words. You don't need anything but hope. Sometimes there isn't an owl, but sometimes there is.<br><br>Distinguished author Jane Yolen has created a gentle, poetic story that lovingly depicts the special companionship of a young child and her father as well as humankind's close relationship to the natural world. Wonderfully complemented by John Schoenherr's soft, exquisite watercolor illustrations, this is a verbal and visual treasure, perfect for reading around and sharing at bedtime.	https://images-na.ssl-images-amazon.com/images/I/51homGIn%2BdL.jpg	9780399214578	32	20	1442	4.21	36946	Owl Moon	https://www.amazon.com/Owl-Moon-Jane-Yolen/dp/0399214577?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0399214577	62.32	60.5	100.0	222.82
32	0544580141	Chris Van Allsburg	Hardcover	"<DIV><B>1986 Caldecott Medal Winner</B><BR /><BR /> A young boy, lying awake one Christmas Eve, is welcomed aboard a magical trip to the North Pole . . . <DIV>  <DIV>Through dark forests, over tall mountains, and across a desert of ice, the Polar Express makes its way to the city atop the world, where the boy will make his Christmas wish. <DIV> <BR /><DIV>For millions of readers worldwide, this mysterious journey to the North Pole has become a beloved classic. In this 30th anniversary edition, the inimitable artistry of Chris Van Allsburg is revealed in a never-before-seen fashion, with a new jacket design and expanded interior layout. Includes author’s note, downloadable audio read by Liam Neeson, and golden ""All Aboard"" ornament. <DIV> <DIV><DIV> </DIV></DIV></DIV></DIV></DIV></DIV></DIV></DIV>"	https://images-na.ssl-images-amazon.com/images/I/51N3NV8glJL.jpg	9780544580145	32	20	1598	4.30	193009	The Polar Express	https://www.amazon.com/Polar-Express-anniversary-Chris-Allsburg/dp/0544580141?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0544580141	56.08	65.0	100.0	221.08
36	0547608381	Chris Van Allsburg	Hardcover	<DIV><P><B><I>Jumanji: Welcome to the Jungle </I></B><B>now Sony’s highest grossing film of all time!</B><BR /><BR /> Over thirty years ago, Peter and Judy first found the game—Jumanji—with the instructions that once the game is started, it must be finished or it will go on forever—and it was then, with this same wonderment, readers found <I>Jumanji,</I> too. Since its original publication, <I>Jumanji</I> has been honored with many awards, including the Caldecott Medal, and in 1996, the surreal story was adapted to fit the big screen for the first time.<BR /><BR /> This special edition of <I>Jumanji</I> contains a downloadable audiobook of the renowned actor Robin Williams reading the timeless tale.</P></DIV>	https://images-na.ssl-images-amazon.com/images/I/51xJZFZCKsL.jpg	9780547608389	32	33	1279	4.04	23834	Jumanji	https://www.amazon.com/Jumanji-30th-Anniversary-Chris-Allsburg/dp/0547608381?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0547608381	68.84	52.0	100.0	220.84
3	0316199982	Dan Santat	Hardcover	<div><b>Dan Santat's Caldecott Medal-winning <i>The Adventures of Beekle: The Unimaginary Friend</i> is a humorous and thoughtful celebration of friends.</b></div><div><br></div><div>This magical story begins on an island far away where an imaginary friend is born. He patiently waits his turn to be chosen by a real child, but when he is overlooked time and again, he sets off on an incredible journey to the bustling city, where he finally meets his perfect match and--at long last--is given his special name: Beekle.<br><br>The #1 <i>New York Times </i>bestselling and award-winning author and illustrator Dan Santat--creator of <i>After the Fall</i> and <i>Are We There Yet?</i>--combines classic storytelling with breathtaking art in an unforgettable tale about friendship, imagination, and the courage to find one's place in the world.<br><br></div>	https://images-na.ssl-images-amazon.com/images/I/51BzWGHRhGL.jpg	9780316199988	40	19	1464	4.31	9378	The Adventures of Beekle: The Unimaginary Friend	https://www.amazon.com/Adventures-Beekle-Unimaginary-Friend/dp/0316199982?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0316199982	61.44	65.5	93.7171717172	220.657171717
33	9780316367950	Margaret Hodges	Paperback	<BR/> <BR/> <BR/> <BR/> <BR/> <BR/> <BR/> <BR/> <BR/> <BR/> This special new paperback edition of <EM>St. George and the Dragon </EM>commemorates the 25th Anniversary of the Caldecott Award-winning picture book. Hodges retells an exciting segment from Spenser's <EM>The Faerie Queene, </EM>in which the Red Cross Knight slays a dreadful dragon that has been terrorizing the countryside for years, bringing peace and joy back to the land. Featuring a fresh new cover design - with artwork that highlights the dragon adventure within - and distinctive embossed gold Caldecott Award sticker, this is the perfect way to introduce the classic tale to a whole new generation of readers.	https://images-na.ssl-images-amazon.com/images/I/61FrWe%2ByF-L.jpg	9780316367950	32	17	748	4.17	6795	Saint George and the Dragon	https://www.amazon.com/Saint-George-Dragon-Margaret-Hodges/dp/0316367958?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0316367958	90.08	58.5	67.6262626263	216.206262626
11	9780618194575	David Wiesner	Hardcover	A bright, science-minded boy goes to the beach equipped to collect and examine flotsam--anything floating that has been washed ashore. Bottles, lost toys, small objects of every description are among his usual finds. But there's no way he could have prepared for one particular discovery: a barnacle-encrusted underwater camera, with its own secrets to share . . . and to keep. In each of his amazing picture books, David Wiesner has revealed the magical possibilities of some ordinary thing or happening--a frog on a lily pad, a trip to the Empire State Building, a well-known nursery tale. This time, a day at the beach is the springboard into a wildly imaginative exploration of the mysteries of the deep, and of the qualities that enable us to witness these wonders and delight in them.	https://images-na.ssl-images-amazon.com/images/I/51KzLXWY4LL.jpg	9780618194575	40	13	1660	4.25	23136	Flotsam	https://www.amazon.com/Flotsam-David-Wiesner/dp/0618194576?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0618194576	53.6	62.5	100.0	216.1
18	9780670878550		Hardcover	Joseph had a little overcoat, but it was full of holesâ€”just like this book! When Joseph's coat got too old and shabby, he made it into a jacket. But what did he make it into after that? And after that?<p>As children turn the pages of this book, they can use the die-cut holes to guess what Joseph will be making next from his amazing overcoat, while they laugh at the bold, cheerful artwork and learn that you can always make something, even out of nothing.</p>	https://images-na.ssl-images-amazon.com/images/I/51ugG2n24RL.jpg	9780670878550	40	10	1614	4.12	16065	Joseph Had a Little Overcoat	https://www.amazon.com/Joseph-Little-Overcoat-Caldecott-Honor/dp/0670878553?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0670878553	55.44	56.0	100.0	211.44
40	0440406935	Peter Spier	Paperback	"<b>""the book is a triumph, the definitive Noah's Ark.""—<i>Publishers Weekly</i></b><br><br>Winner of the Caldecott Medal, an ALA Notable Children's Book, and a <i>New York Times</i> Best Illustrated Book of the Year, Peter Spier's <i>Noah's Ark</i> has been the iconic edition of this tale for over 40 years, in print continuously since its debut in 1977.<br><br>In Spier's imaginative retelling, readers witness the danger and the grandeur of the terrifying flood but also the lighter moments: Noah's wife jumping on a crate to avoid the rats; Noah shooing all but two bees from a busy hive; and all the animal babies being born in the spring. It's an illustration feat that's both majestic and tender."	https://images-na.ssl-images-amazon.com/images/I/61WOHq7bx2L.jpg	9780440406938	48	19	645	4.11	5345	Noah's Ark	https://www.amazon.com/Noahs-Ark-Picture-Yearling-Book/dp/0440406935?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0440406935	94.2	55.5	52.9797979798	202.67979798
