	amazon_isbn	author	binding	description	img	isbn	page_count	percent_off	price	rating	rating_count	title	url	price_i	rating_i	rating_count_i	new_score
4	0062319787	Michelle McNamara	Hardcover	"<p><strong>#1 NEW YORK TIMES BESTSELLER</strong><strong> • </strong><strong>The haunting true story of the elusive serial rapist turned murderer who terrorized California during the 70s and 80s, and of the gifted journalist who died tragically while investigating the case—which was solved in April 2018.</strong></p><p><strong>SCIBA Book Award Winner</strong></p><p><strong>A <em>Publishers Weekly </em>Best Book of 2018.</strong></p><p><strong>A <em>Washington Post </em>Notable Book of 2018</strong></p><p><p><strong>Introduction by Gillian Flynn •</strong><strong> Afterword by Patton Oswalt</strong></p><p><strong>“A brilliant genre-buster.... Propulsive, can’t-stop-now reading.</strong><strong>”   —Stephen King</strong></p><p></p><p>For more than ten years, a mysterious and violent predator committed fifty sexual assaults in Northern California before moving south, where he perpetrated ten sadistic murders. Then he disappeared, eluding capture by multiple police forces and some of the best detectives in the area.</p><p>Three decades later, Michelle McNamara, a true crime journalist who created the popular website TrueCrimeDiary.com, was determined to find the violent psychopath she called ""the Golden State Killer."" Michelle pored over police reports, interviewed victims, and embedded herself in the online communities that were as obsessed with the case as she was.</p><p><em><em>I’ll Be Gone in the Dark</em></em>—the masterpiece McNamara was writing at the time of her sudden death—offers an atmospheric snapshot of a moment in American history and a chilling account of a criminal mastermind and the wreckage he left behind. It is also a portrait of a woman’s obsession and her unflagging pursuit of the truth. Utterly original and compelling, it has been hailed as a modern true crime classic—one which fulfilled Michelle's dream: helping unmask the Golden State Killer.</p>"	https://images-na.ssl-images-amazon.com/images/I/51mqAQYYSTL.jpg	9780062319784	352	32	1895	4.22	55871.0	I'll Be Gone in the Dark	https://www.amazon.com/Ill-Be-Gone-Dark-Obsessive/dp/0062319787?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0062319787	44.2	61.0	100.0	205.2
15	038534919X	Charles Krauthammer	Paperback	<b>From America’s preeminent columnist, named by the </b><i><b>Financial Times</b> </i><b>the most influential commentator in the nation, the long-awaited collection of Charles Krauthammer’s essential, timeless writings.</b><br><b>  </b><br> A brilliant stylist known for an uncompromising honesty that challenges conventional wisdom at every turn, Krauthammer has for decades daz­zled readers with his keen insight into politics and government. His weekly column is a must-read in Washington and across the country. Now, finally, the best of Krauthammer’s intelligence, erudition and wit are collected in one volume.<br>  <br> Readers will find here not only the country’s leading conservative thinker offering a pas­sionate defense of limited government, but also a highly independent mind whose views—on feminism, evolution and the death penalty, for example—defy ideological convention. <i>Things That Matter </i>also features several of Krautham­mer’s major path-breaking essays—on bioeth­ics, on Jewish destiny and on America’s role as the world’s superpower—that have pro­foundly influenced the nation’s thoughts and policies. And finally, the collection presents a trove of always penetrating, often bemused re­flections on everything from border collies to Halley’s Comet, from Woody Allen to Win­ston Churchill, from the punishing pleasures of speed chess to the elegance of the perfectly thrown outfield assist.<br>  <br> With a special, highly autobiographical in­troduction in which Krauthammer reflects on the events that shaped his career and political philosophy, this indispensible chronicle takes the reader on a fascinating journey through the fashions and follies, the tragedies and triumphs, of the last three decades of American life.	https://images-na.ssl-images-amazon.com/images/I/51E9E8x9HKL.jpg	9780385349192	416	20	1280	4.22	7118.0	Things That Matter	https://www.amazon.com/Things-That-Matter-Passions-Pastimes/dp/038534919X?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=038534919X	68.8	61.0	70.8888888889	200.688888889
2	1250158060	Michael Wolff	Hardcover	<p><b>#1 <i>New York Times</i> Bestseller</b></p><p>With extraordinary access to the West Wing, Michael Wolff reveals what happened behind-the-scenes in the first nine months of the most controversial presidency of our time in <i>Fire and Fury: Inside the Trump White House</i>.</p><p>Since Donald Trump was sworn in as the 45th President of the United States, the country―and the world―has witnessed a stormy, outrageous, and absolutely mesmerizing presidential term that reflects the volatility and fierceness of the man elected Commander-in-Chief. </p><p>This riveting and explosive account of Trump’s administration provides a wealth of new details about the chaos in the Oval Office, including:<br>-- What President Trump’s staff really thinks of him<br> -- What inspired Trump to claim he was wire-tapped by President Obama<br> -- Why FBI director James Comey was really fired<br> -- Why chief strategist Steve Bannon and Trump’s son-in-law Jared Kushner couldn’t be in the same room<br> -- Who is really directing the Trump administration’s strategy in the wake of Bannon’s firing<br> -- What the secret to communicating with Trump is<br> -- What the Trump administration has in common with the movie The Producers</p><p>Never before in history has a presidency so divided the American people. Brilliantly reported and astoundingly fresh, <i>Fire and Fury</i> shows us how and why Donald Trump has become the king of discord and disunion.</p><p><b>“Essential reading.”</b>―Michael D’Antonio, author of <i>Never Enough: Donald Trump and the Pursuit of Success</i>, CNN.com</p><p><b>“Not since Harry Potter has a new book caught fire in this way…[<i>Fire and Fury</i>] is indeed a significant achievement, which deserves much of the attention it has received.”</b>―<i>The Economist</i></p>	https://images-na.ssl-images-amazon.com/images/I/51AEI3isFiL.jpg	9781250158062	321	46	1620	3.46	54510.0	Fire and Fury	https://www.amazon.com/Fire-Fury-Inside-Trump-White/dp/1250158060?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1250158060	55.2	23.0	100.0	178.2
10	0399589813	Jon Meacham	Hardcover	<b>#1 <i>NEW YORK TIMES </i>BESTSELLER • Pulitzer Prize–winning author Jon Meacham helps us understand the present moment in American politics and life by looking back at critical times in our history when hope overcame division and fear.</b><br><br> Our current climate of partisan fury is not new, and in <i>The Soul of America</i> Meacham shows us how what Abraham Lincoln called the “better angels of our nature” have repeatedly won the day. Painting surprising portraits of Lincoln and other presidents, including Ulysses S. Grant, Theodore Roosevelt, Woodrow Wilson, Franklin D. Roosevelt, Harry S. Truman, Dwight Eisenhower, and Lyndon B. Johnson, and illuminating the courage of such influential citizen activists as Martin Luther King, Jr., early suffragettes Alice Paul and Carrie Chapman Catt, civil rights pioneers Rosa Parks and John Lewis, First Lady Eleanor Roosevelt, and Army-McCarthy hearings lawyer Joseph N. Welch, Meacham brings vividly to life turning points in American history. He writes about the Civil War, Reconstruction, and the birth of the Lost Cause; the backlash against immigrants in the First World War and the resurgence of the Ku Klux Klan in the 1920s; the fight for women’s rights; the demagoguery of Huey Long and Father Coughlin and the isolationist work of America First in the years before World War II; the anti-Communist witch-hunts led by Senator Joseph McCarthy; and Lyndon Johnson’s crusade against Jim Crow. Each of these dramatic hours in our national life have been shaped by the contest to lead the country to look forward rather than back, to assert hope over fear—a struggle that continues even now.<br><br>While the American story has not always—or even often—been heroic, we have been sustained by a belief in progress even in the gloomiest of times. In this inspiring book, Meacham reassures us, “The good news is that we have come through such darkness before”—as, time and again, Lincoln’s better angels have found a way to prevail.<br><b><br>Praise for <i>The Soul of America</i></b><br><br>“Appalled by the ascendancy of Donald J. Trump, and shaken by the deadly white nationalist rallies in Charlottesville in 2017, Meacham returns to other moments in our history when fear and division seemed rampant. He wants to remind us that the current political turmoil is not unprecedented, that as a nation we have survived times worse than this. . . . Meacham tries to summon the better angels by looking back at when America truly has been great. He is effective as ever at writing history for a broad readership.”<b>—<i>The New York Times Book Review</i></b><br><br>“This is a brilliant, fascinating, timely, and above all profoundly important book.”<b>—Walter Isaacson</b>	https://images-na.ssl-images-amazon.com/images/I/51XQBdiakFL.jpg	9780399589812	416	52	1439	4.29	3883.0	The Soul of America	https://www.amazon.com/Soul-America-Battle-Better-Angels/dp/0399589813?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0399589813	62.44	64.5	38.2121212121	165.152121212
6	0062837877	Chrissy Metz	Hardcover	<p><strong>#1<em> NEW YORK TIMES</em> BESTSELLER</strong></p><p><strong>An inspirational book about life and its lessons from the Golden Globe and Emmy nominated star of NBC’s </strong><strong><em>This Is Us.</em></strong></p><p>When<em> This Is Us</em> debuted in fall 2016, a divided America embraced a show that celebrates human connection. The critically acclaimed series became America’s most watched—and most talked about—network show, even building on its fan base in the drama’s second season. As Kate Pearson, Chrissy Metz presents a character that has never been seen on television, yet viewers see themselves in her, no matter what they look like or where they come from. Considered a role model just for being her authentic self, Chrissy found herself on magazine covers and talk shows, walking red carpets, and as the subject of endless conversations on social media “I don’t know what you’ve been through to play her,” she is often told by fans, “but it was something.”</p><p>In <em>This is Me,</em> Chrissy Metz shares her story with a raw honesty that will leave readers both surprised but also inspired. Infused with the same authenticity she brings to her starring role, Chrissy’s <em>This is Me</em> is so much more than your standard Hollywood memoir or collection of personal essays. She embraces the spirit of Shonda Rhimes’ <em>Year of Yes</em>, and shares how she has applied the lessons she learned from<u> </u>both setbacks and successes. A born entertainer, Chrissy finds light in even her darkest moments, and leaves the reader feeling they are spending time with a friend who gets it.</p><p>Chrissy Metz grew up in a large family, one that always seemed to be moving, and growing. Her father disappeared one day, leaving her mother to work a series of menial jobs and his children to learn to live with the threat of hunger and the electricity being cut off. When her mother remarried, Chrissy hoped for “normal” but instead experienced a form of mental pain that seemed crafted just for her. The boys who showed her attention did so with strings attached as well, and Chrissy accepted it, because for her, love always came with conditions. </p><p>When she set out for Los Angeles, it was the first time she had been away from her family and from Florida. And for years, she got barely an audition. So how does a woman with the deck stacked against her radiate such love, beauty and joy? This too is at the heart of <em>This is Me</em>.  </p><p>With chapters that alternate from autobiographical to instructional, Chrissy offers practical applications of her hard-won insights in a series of “Bee Mindful” interstitials. There she invites you to embrace gratitude in “Say Thank You” or to be honest with your partner and yourself in “The Shrouded Supreme.” Blending love and experience, Chrissy encourages us all to claim our rightful place in a world that may be trying to knock us down, find our own unique gifts, and pursue our dreams. </p>	https://images-na.ssl-images-amazon.com/images/I/41oc-Vpi9BL.jpg	9780062837875	320	30	1889	3.99	6837.0	This Is Me	https://www.amazon.com/This-Me-Loving-Person-Today/dp/0062837877?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0062837877	44.44	49.5	68.0505050505	161.990505051
5	9781538728758	Michael Isikoff	Hardcover	"<div><div><b>#1 <i>NEW YORK TIMES</i> BESTSELLER </b></div><div><b>#1 <i>USA TODAY</i> BESTSELLER</b></div><div><b><br></b></div><div><b>""RUSSIAN ROULETTE is...the most thorough and riveting account."" --<i>The New York Times</i></b></div></div><div><b><br></b></div> <b>The incredible, harrowing account of how American democracy was hacked by Moscow as part of a covert operation to influence the U.S. election and help Donald Trump gain the presidency.</b><div><b><br></b> <style type=""text/css""> p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Arial} p.p2 {margin: 0.0px 0.0px 0.0px 0.0px; text-indent: 36.0px; font: 12.0px Arial} </style> RUSSIAN ROULETTE is a story of political skullduggery unprecedented in American history. It weaves together tales of international intrigue, cyber espionage, and superpower rivalry. After U.S.-Russia relations soured, as Vladimir Putin moved to reassert Russian strength on the global stage, Moscow trained its best hackers and trolls on U.S. political targets and exploited WikiLeaks to disseminate information that could affect the 2016 election.<br><br>The Russians were wildly successful and the great break-in of 2016 was no ""third-rate burglary."" It was far more sophisticated and sinister -- a brazen act of political espionage designed to interfere with American democracy. At the end of the day, Trump, the candidate who pursued business deals in Russia, won. And millions of Americans were left wondering, what the hell happened? This story of high-tech spying and multiple political feuds is told against the backdrop of Trump's strange relationship with Putin and the curious ties between members of his inner circle -- including Paul Manafort and Michael Flynn -- and Russia.<br><br>RUSSIAN ROULETTE chronicles and explores this bizarre scandal, explains the stakes, and answers one of the biggest questions in American politics: How and why did a foreign government infiltrate the country's political process and gain influence in Washington?<br> </div>"	https://images-na.ssl-images-amazon.com/images/I/51r5OKmakUL.jpg	9781538728758	352	44	1687	4.30	4100.0	Russian Roulette	https://www.amazon.com/Russian-Roulette-Inside-America-Election/dp/1538728753?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1538728753	52.52	65.0	40.404040404	157.924040404
12	1501178008	John McCain	Hardcover	<b>In this candid new political memoir from Senator John McCain, an American hero reflects on his life—and what matters most.</b><BR><BR><i>“I don’t know how much longer I’ll be here. Maybe I’ll have another five years. Maybe, with the advances in oncology, they’ll find new treatments for my cancer that will extend my life. Maybe I’ll be gone before you read this. My predicament is, well, rather unpredictable. But I’m prepared for either contingency, or at least I’m getting prepared. I have some things I’d like to take care of first, some work that needs finishing, and some people I need to see. And I want to talk to my fellow Americans a little more if I may.”</i><BR> <BR> So writes John McCain in this inspiring, moving, frank, and deeply personal memoir. Written while confronting a mortal illness, McCain looks back with appreciation on his years in the Senate, his historic 2008 campaign for the presidency against Barack Obama, and his crusades on behalf of democracy and human rights in Eastern Europe and the Middle East.<BR> <BR> Always the fighter, McCain attacks the “spurious nationalism” and political polarization afflicting American policy. He makes an impassioned case for democratic internationalism and bi-partisanship. He tells stories of his most satisfying moments of public service, including his work with another giant of the Senate, Edward M. Kennedy. Senator McCain recalls his disagreements with several presidents, and minces no words in his objections to some of President Trump’s statements and policies. At the same time, he offers a positive vision of America that looks beyond the Trump presidency.<BR> <BR> <i>The Restless Wave</i> is John McCain at his best.	https://images-na.ssl-images-amazon.com/images/I/514k5FSarXL.jpg	9781501178009	416	46	1617	4.03	1712.0	The Restless Wave	https://www.amazon.com/Restless-Wave-Causes-Fights-Appreciations/dp/1501178008?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1501178008	55.32	51.5	16.2828282828	123.102828283
16	1982103124	Rick Wilson	Hardcover	<b>#1<i> NEW YORK TIMES </i>BESTSELLER</b><BR> <BR> <b>A respected, long-time Republican strategist, ad-maker, and contributor for <i>The</i> <i>Daily Beast</i>, skewers the disease that is destroying the conservative movement and burning down the GOP: Trumpism.</b><BR><BR>In <i>Everything Trump Touches Dies</i>, political campaign strategist and commentator Rick Wilson brings his darkly funny humor and biting analysis to the absurdity of American politics in the age of Trump. Wilson mercilessly exposes the damage Trump has done to the country, to the Republican Party he served for decades, and to the conservative movement that has abandoned its principles for the worst President in American history.<BR> <BR>No left-winger, Wilson is a lifelong conservative who delivers his withering critique of Trump from the right. A leader of the Never Trump movement, he warns his own party of the political catastrophe that leaves everyone involved with Trump with reputations destroyed and lives in tatters.<BR> <BR>Wilson unblinkingly dismantles Trump’s deceptions and the illusions to which his supporters cling, shedding light on the guilty parties who empower and enable Trump in Washington and the news media. He calls out the race-war dead-enders who hitched a ride with Trump, the alt-right basement dwellers who worship him, and the social conservatives who looked the other way.<BR> <BR><i>Everything Trump Touches Dies</i> deftly chronicles the tragicomic Trump story from the early campaign days through the shock of election night, to the inconceivable trainwreck of Trump's first year. Rick Wilson provides not only an insightful analysis of the Trump administration, but also an optimistic path forward for the GOP, the conservative movement, and the country. <BR> <BR>Combining insider political analysis, blunt truths, and black humor, <i>Everything Trump Touches Dies </i>is perfect for those on either side of the aisle who need a dose of unvarnished reality, a good laugh, a strong cocktail, and a return to sanity in American politics.	https://images-na.ssl-images-amazon.com/images/I/41Dgn3ZYeXL.jpg	9781982103125	336	34	1770	4.02	1390.0	Everything Trump Touches Dies	https://www.amazon.com/Everything-Trump-Touches-Dies-Republican/dp/1982103124?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1982103124	49.2	51.0	13.0303030303	113.23030303
17	9781982109707	Omarosa Manigault Newman	Hardcover	<b>#1 <i>New York Times</i> Bestseller</b><BR> <BR><b>The former Assistant to the President and Director of Communications for the Office of Public Liaison in the Trump White House provides an eye-opening look into the corruption and controversy of the current administration.</b><BR><BR>Few have been a member of Donald Trump’s inner orbit longer than Omarosa Manigault Newman. Their relationship has spanned fifteen years—through four television shows, a presidential campaign, and a year by his side in the most chaotic, outrageous White House in history. But that relationship has come to a decisive and definitive end, and Omarosa is finally ready to share her side of the story in this explosive, jaw-dropping account.<BR> <BR>A stunning tell-all and takedown from a strong, intelligent woman who took every name and number, <i>Unhinged </i>is a must-read for any concerned citizen.	https://images-na.ssl-images-amazon.com/images/I/41ogCL%2BgKiL.jpg	9781982109707	368	30	1958	3.38	2519.0	Unhinged	https://www.amazon.com/Unhinged-Insiders-Account-Trump-White/dp/198210970X?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=198210970X	41.68	19.0	24.4343434343	85.1143434343
8	0062802186	Madeleine Albright	Hardcover	<p> <strong>#1 <em>New York Times</em> Bestseller</strong> </p> <p> <strong>A personal and urgent examination of Fascism in the twentieth century and how its legacy shapes today’s world, written by one of America’s most admired public servants, the first woman to serve as U.S. secretary of state</strong> </p> <p> A Fascist, observes Madeleine Albright, “is someone who claims to speak for a whole nation or group, is utterly unconcerned with the rights of others, and is willing to use violence and whatever other means are necessary to achieve the goals he or she might have.”  </p> <p> The twentieth century was defined by the clash between democracy and Fascism, a struggle that created uncertainty about the survival of human freedom and left millions dead. Given the horrors of that experience, one might expect the world to reject the spiritual successors to Hitler and Mussolini should they arise in our era. In <em>Fascism: A Warning</em>, Madeleine Albright draws on her experiences as a child in war-torn Europe and her distinguished career as a diplomat to question that assumption. </p> <p> Fascism, as she shows, not only endured through the twentieth century but now presents a more virulent threat to peace and justice than at any time since the end of World War II.  The momentum toward democracy that swept the world when the Berlin Wall fell has gone into reverse.  The United States, which historically championed the free world, is led by a president who exacerbates division and heaps scorn on democratic institutions.  In many countries, economic, technological, and cultural factors are weakening the political center and empowering the extremes of right and left.  Contemporary leaders such as Vladimir Putin and Kim Jong-un are employing many of the tactics used by Fascists in the 1920s and 30s. </p> <p> <em>Fascism: A Warning</em> is a book for our times that is relevant to all times.  Written  by someone who has not only studied history but helped to shape it, this call to arms teaches us the lessons we must understand and the questions we must answer if we are to save ourselves from repeating the tragic errors of the past. </p>	https://images-na.ssl-images-amazon.com/images/I/51X-I16ai%2BL.jpg	9780062856524	304	33	1879			Fascism: A Warning	https://www.amazon.com/Fascism-Warning-Madeleine-Albright/dp/0062802186?SubscriptionId=AKIAJZAKURNIAY4STOJQ&tag=karslucon-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0062802186	44.84			
